Id,Weekly_Sales
4_30_2013-02-15,8742.563613095239
4_30_2013-02-22,8485.644029761903
4_30_2013-03-01,8804.194520833335
4_30_2013-03-08,8906.27511607143
4_30_2013-03-15,8466.96136607143
4_30_2013-03-22,8022.310565476195
4_30_2013-03-29,7828.156809523806
4_30_2013-04-05,8307.248642857141
4_30_2013-04-12,7822.803791666661
4_30_2013-04-19,7812.730845238092
4_30_2013-04-26,7500.613994047619
4_30_2013-05-03,7437.975898809525
4_30_2013-05-10,7634.12425935374
4_30_2013-05-17,7877.665232142854
4_30_2013-05-24,8267.399925595235
4_30_2013-05-31,7948.576824404759
4_30_2013-06-07,8735.92441369047
4_30_2013-06-14,8270.767875000001
4_30_2013-06-21,7793.977157738101
4_30_2013-06-28,7614.321279761908
4_30_2013-07-05,7957.956363095237
4_30_2013-07-12,7774.477636479596
4_30_2013-07-19,8120.716005527212
4_30_2013-07-26,7917.24668707483
4_31_2012-11-02,3709.8975595238085
4_31_2012-11-09,3697.7751994047608
4_31_2012-11-16,3581.0819166666656
4_31_2012-11-23,3777.221413690476
4_31_2012-11-30,4675.129660714286
4_31_2012-12-07,6332.990197278914
4_31_2012-12-14,6706.676209183674
4_31_2012-12-21,8903.114821428571
4_31_2012-12-28,3079.670774234695
4_31_2013-01-04,2553.6825816326536
4_31_2013-01-11,2594.7186828231293
4_31_2013-01-18,2425.106702380953
4_31_2013-01-25,2202.0378920068024
4_31_2013-02-01,3062.1070973639457
4_31_2013-02-08,3041.092125850338
4_31_2013-02-15,2866.9026339285706
4_31_2013-02-22,2845.9914702380947
4_31_2013-03-01,2891.7934315476186
4_31_2013-03-08,2999.855648384352
4_31_2013-03-15,2776.095477465985
4_31_2013-03-22,2385.915558673469
4_31_2013-03-29,2231.663026785715
4_31_2013-04-05,2347.8892261904757
4_31_2013-04-12,2297.7627976190474
4_31_2013-04-19,2157.3205867346937
4_31_2013-04-26,2173.168128401361
4_31_2013-05-03,2218.2387499999995
4_31_2013-05-10,2182.8843660714274
4_31_2013-05-17,2390.5569613095236
4_31_2013-05-24,2587.0618035714288
4_31_2013-05-31,2435.7843630952398
4_31_2013-06-07,2328.0019017857157
4_31_2013-06-14,2425.31955357143
4_31_2013-06-21,2611.598386904763
4_31_2013-06-28,2777.961514880953
4_31_2013-07-05,3268.4061428571426
4_31_2013-07-12,4609.596425595238
4_31_2013-07-19,7999.366776785712
4_31_2013-07-26,8199.97113392857
4_32_2012-11-02,10436.697773242635
4_32_2012-11-09,10478.457843537422
4_32_2012-11-16,11090.058637755108
4_32_2012-11-23,17416.01337670068
4_32_2012-11-30,14807.02825765306
4_32_2012-12-07,19530.787580357144
4_32_2012-12-14,25216.677449404764
4_32_2012-12-21,58408.49061607146
4_32_2012-12-28,18938.33355739796
4_32_2013-01-04,9476.375675595238
4_32_2013-01-11,8178.965431547621
4_32_2013-01-18,9284.477130952382
4_32_2013-01-25,8268.265752976191
4_32_2013-02-01,14384.05811989796
4_32_2013-02-08,22706.095255952376
4_32_2013-02-15,33539.134661564625
4_32_2013-02-22,14273.552453231288
4_32_2013-03-01,12903.54061564626
4_32_2013-03-08,12917.63694005102
4_32_2013-03-15,11754.797300595239
4_32_2013-03-22,10465.308541666664
4_32_2013-03-29,10375.197047619045
4_32_2013-04-05,11607.337122023813
4_32_2013-04-12,12512.820689484128
4_32_2013-04-19,12425.789237103178
4_32_2013-04-26,11257.98710317461
4_32_2013-05-03,15002.077687500003
4_32_2013-05-10,20692.222144557825
4_32_2013-05-17,20097.753514521202
4_32_2013-05-24,12884.360908497203
4_32_2013-05-31,12352.198057306729
4_32_2013-06-07,12848.896934964037
4_32_2013-06-14,13887.912463875606
4_32_2013-06-21,14620.686915340808
4_32_2013-06-28,14313.22935145901
4_32_2013-07-05,13728.577316736784
4_32_2013-07-12,12874.509181547623
4_32_2013-07-19,12097.861815901366
4_32_2013-07-26,11668.96754804422
4_33_2012-11-02,13775.6634914966
4_33_2012-11-09,13650.865738520415
4_33_2012-11-16,13276.986309948985
4_33_2012-11-23,20604.740791666667
4_33_2012-11-30,15001.549964285705
4_33_2012-12-07,20265.94332142858
4_33_2012-12-14,21186.861869047625
4_33_2012-12-21,29747.154952380944
4_33_2012-12-28,9780.658442176875
4_33_2013-01-04,8274.633479166669
4_33_2013-01-11,8214.685950680274
4_33_2013-01-18,8037.327022534014
4_33_2013-01-25,7458.789261904764
4_33_2013-02-01,10890.530190476187
4_33_2013-02-08,13169.369160714281
4_33_2013-02-15,12789.969997023813
4_33_2013-02-22,12212.466675595235
4_33_2013-03-01,12055.245514880953
4_33_2013-03-08,10833.168633928572
4_33_2013-03-15,11642.898196428572
4_33_2013-03-22,11605.480931547618
4_33_2013-03-29,11649.816443452379
4_33_2013-04-05,14179.903625000006
4_33_2013-04-12,11866.019089285715
4_33_2013-04-19,10877.730830357144
4_33_2013-04-26,9969.596184948981
4_33_2013-05-03,9998.539893282314
4_33_2013-05-10,9935.112333758505
4_33_2013-05-17,11147.070473639455
4_33_2013-05-24,11402.11708630952
4_33_2013-05-31,11432.85271768707
4_33_2013-06-07,11574.402407738095
4_33_2013-06-14,11209.935514880957
4_33_2013-06-21,10919.78979464286
4_33_2013-06-28,11158.342398809527
4_33_2013-07-05,11139.538437500005
4_33_2013-07-12,12411.708270833344
4_33_2013-07-19,14218.27245238096
4_33_2013-07-26,14595.054669642863
4_34_2012-11-02,27063.901193452384
4_34_2012-11-09,27093.66369345239
4_34_2012-11-16,27313.53569940477
4_34_2012-11-23,29543.5155952381
4_34_2012-11-30,27458.38416964286
4_34_2012-12-07,28506.717785714285
4_34_2012-12-14,29665.665464285707
4_34_2012-12-21,33973.923735119046
4_34_2012-12-28,29862.93482142858
4_34_2013-01-04,20554.50564583333
4_34_2013-01-11,20554.50564583333
4_34_2013-01-18,20623.482389880948
4_34_2013-01-25,19757.87625892858
4_34_2013-02-01,23698.63920238096
4_34_2013-02-08,31315.981119047607
4_34_2013-02-15,33416.668672619046
4_34_2013-02-22,32573.29432440477
4_34_2013-03-01,29281.680374149662
4_34_2013-03-08,28480.174317602043
4_34_2013-03-15,30153.795818452385
4_34_2013-03-22,29143.812386904763
4_34_2013-03-29,30605.559931547617
4_34_2013-04-05,31759.474273809526
4_34_2013-04-12,30431.263671130957
4_34_2013-04-19,29160.686114583328
4_34_2013-04-26,29070.44563839285
4_34_2013-05-03,30736.93131696429
4_34_2013-05-10,29414.096882440477
4_34_2013-05-17,29208.21842261905
4_34_2013-05-24,31096.525729166668
4_34_2013-05-31,29881.043372023818
4_34_2013-06-07,30316.991214285725
4_34_2013-06-14,29556.219136904772
4_34_2013-06-21,29147.60294642858
4_34_2013-06-28,28489.583300595237
4_34_2013-07-05,28012.40359821429
4_34_2013-07-12,25085.62357142858
4_34_2013-07-19,24757.606738095248
4_34_2013-07-26,26302.66125595238
4_35_2012-11-02,3609.8067172619058
4_35_2012-11-09,4213.101550595237
4_35_2012-11-16,3892.5750238095234
4_35_2012-11-23,4737.233404761905
4_35_2012-11-30,4257.187294642858
4_35_2012-12-07,4496.739645833333
4_35_2012-12-14,4753.67874957483
4_35_2012-12-21,6702.186333333334
4_35_2012-12-28,4012.0349285714296
4_35_2013-01-04,3818.885898809525
4_35_2013-01-11,3607.3618601190487
4_35_2013-01-18,3634.172690476192
4_35_2013-01-25,3421.211773809523
4_35_2013-02-01,4181.393449404762
4_35_2013-02-08,4818.498812925171
4_35_2013-02-15,5150.209708333335
4_35_2013-02-22,4867.7588005952375
4_35_2013-03-01,4862.160169642857
4_35_2013-03-08,4570.353794642857
4_35_2013-03-15,4763.244297619048
4_35_2013-03-22,4683.69755952381
4_35_2013-03-29,4785.769967261906
4_35_2013-04-05,4779.577776785714
4_35_2013-04-12,4557.159762329931
4_35_2013-04-19,4754.436526785715
4_35_2013-04-26,5237.08993664966
4_35_2013-05-03,5788.689936649664
4_35_2013-05-10,5731.384559523811
4_35_2013-05-17,5899.568181547621
4_35_2013-05-24,6038.722050595242
4_35_2013-05-31,5410.853985119049
4_35_2013-06-07,4728.048467261904
4_35_2013-06-14,4537.647589285717
4_35_2013-06-21,4683.098086309525
4_35_2013-06-28,4547.228452380953
4_35_2013-07-05,4293.235142857144
4_35_2013-07-12,4212.233431547619
4_35_2013-07-19,3864.7456883503405
4_35_2013-07-26,3903.7799294217684
4_36_2012-11-02,3251.14819345238
4_36_2012-11-09,3128.0647797619035
4_36_2012-11-16,2975.305430697277
4_36_2012-11-23,4008.6013488520416
4_36_2012-11-30,3983.751025510204
4_36_2012-12-07,5154.9863482142855
4_36_2012-12-14,5120.050577380952
4_36_2012-12-21,7264.974660714283
4_36_2012-12-28,3235.0390625
4_36_2013-01-04,1257.2321577380949
4_36_2013-01-11,1373.9004642857144
4_36_2013-01-18,1145.492467261905
4_36_2013-01-25,897.3436088435375
4_36_2013-02-01,1282.6518869047618
4_36_2013-02-08,2259.003217261904
4_36_2013-02-15,1746.4331568877553
4_36_2013-02-22,1761.6964494047627
4_36_2013-03-01,2367.9733720238105
4_36_2013-03-08,2708.040910714287
4_36_2013-03-15,3360.8939315476196
4_36_2013-03-22,2568.0219030612243
4_36_2013-03-29,2833.544732142857
4_36_2013-04-05,4022.3648809523806
4_36_2013-04-12,3257.9113095238095
4_36_2013-04-19,3048.8116071428567
4_36_2013-04-26,3314.1583333333333
4_36_2013-05-03,3484.1892857142857
4_36_2013-05-10,3618.0154761904764
4_36_2013-05-17,5479.2172619047615
4_36_2013-05-24,8749.98743452381
4_36_2013-05-31,10933.179315476193
4_36_2013-06-07,10316.484640731293
4_36_2013-06-14,9343.843824404761
4_36_2013-06-21,8510.481324404762
4_36_2013-06-28,7391.440327380951
4_36_2013-07-05,6207.640029761906
4_36_2013-07-12,3786.2594175170066
4_36_2013-07-19,3725.62837585034
4_36_2013-07-26,2711.2714285714287
4_37_2012-11-02,3476.250580357143
4_37_2012-11-09,3596.276139880953
4_37_2012-11-16,3762.074836309524
4_37_2012-11-23,3059.325764880952
4_37_2012-11-30,3457.129255952382
4_37_2012-12-07,3420.3969642857155
4_37_2012-12-14,3556.776011904763
4_37_2012-12-21,3691.2430505952398
4_37_2012-12-28,2822.616404761905
4_37_2013-01-04,3317.6033660714284
4_37_2013-01-11,3185.1827857142857
4_37_2013-01-18,3327.6722827380945
4_37_2013-01-25,3508.115211309524
4_37_2013-02-01,3919.269520833333
4_37_2013-02-08,4461.6947083333325
4_37_2013-02-15,4455.861726190476
4_37_2013-02-22,4203.27736309524
4_37_2013-03-01,4402.818196428574
4_37_2013-03-08,4360.858681547621
4_37_2013-03-15,4460.3674761904795
4_37_2013-03-22,3460.164845238097
4_37_2013-03-29,3714.7247559523817
4_37_2013-04-05,3877.0174523809524
4_37_2013-04-12,3722.276526785713
4_37_2013-04-19,3891.9602440476197
4_37_2013-04-26,3850.361
4_37_2013-05-03,3910.3015059523814
4_37_2013-05-10,4093.8881755952393
4_37_2013-05-17,4063.396360119048
4_37_2013-05-24,4638.980672619049
4_37_2013-05-31,4817.239803571429
4_37_2013-06-07,4022.335949404761
4_37_2013-06-14,3545.6465187074828
4_37_2013-06-21,3116.9397002551027
4_37_2013-06-28,3736.232232142856
4_37_2013-07-05,3720.719175595237
4_37_2013-07-12,3626.368711309522
4_37_2013-07-19,3337.4490535714294
4_37_2013-07-26,3375.671595238097
4_38_2012-11-02,76126.76797916666
4_38_2012-11-09,76126.76797916666
4_38_2012-11-16,75950.73436309524
4_38_2012-11-23,73462.85021130953
4_38_2012-11-30,76057.07668452381
4_38_2012-12-07,75893.88811309522
4_38_2012-12-14,75887.6160595238
4_38_2012-12-21,75716.50861904761
4_38_2012-12-28,74594.17288988097
4_38_2013-01-04,95742.68007440474
4_38_2013-01-11,87400.2773214286
4_38_2013-01-18,89930.54382440475
4_38_2013-01-25,93487.90520535714
4_38_2013-02-01,89122.5179583333
4_38_2013-02-08,93001.81105952382
4_38_2013-02-15,86507.0630119047
4_38_2013-02-22,89631.56483630952
4_38_2013-03-01,88941.80427678573
4_38_2013-03-08,86032.69190476192
4_38_2013-03-15,81662.5761875
4_38_2013-03-22,89211.79722420634
4_38_2013-03-29,87143.31269345236
4_38_2013-04-05,88006.62523214286
4_38_2013-04-12,79419.48702083335
4_38_2013-04-19,80183.83734226192
4_38_2013-04-26,80594.01587500003
4_38_2013-05-03,83257.15505357145
4_38_2013-05-10,75210.37644940478
4_38_2013-05-17,76246.61094642857
4_38_2013-05-24,76376.63962202381
4_38_2013-05-31,73584.54330654762
4_38_2013-06-07,75240.40645833334
4_38_2013-06-14,79998.45948809525
4_38_2013-06-21,74594.05063690477
4_38_2013-06-28,72033.29977380953
4_38_2013-07-05,73154.72105357145
4_38_2013-07-12,75792.37648809525
4_38_2013-07-19,78494.42266964287
4_38_2013-07-26,72878.34118154758
4_39_2013-07-12,1384.001639030612
4_40_2012-11-02,82360.90488477891
4_40_2012-11-09,81629.35212287414
4_40_2012-11-16,81474.54390858844
4_40_2012-11-23,80534.16936904764
4_40_2012-11-30,80666.93656717686
4_40_2012-12-07,81086.24734778913
4_40_2012-12-14,81109.42437585036
4_40_2012-12-21,83986.32457440479
4_40_2012-12-28,79373.69445833335
4_40_2013-01-04,87237.4253214286
4_40_2013-01-11,83984.05915178572
4_40_2013-01-18,84497.14480059524
4_40_2013-01-25,83253.19831250001
4_40_2013-02-01,88771.34190603744
4_40_2013-02-08,88689.3835518708
4_40_2013-02-15,88057.05070408164
4_40_2013-02-22,88099.80241964285
4_40_2013-03-01,90478.52545535714
4_40_2013-03-08,88349.58576190472
4_40_2013-03-15,84141.02527678572
4_40_2013-03-22,79376.14799107146
4_40_2013-03-29,79478.95906250003
4_40_2013-04-05,82784.22190773812
4_40_2013-04-12,78625.22683333338
4_40_2013-04-19,83042.44891369049
4_40_2013-04-26,81455.7448184524
4_40_2013-05-03,82718.41766071429
4_40_2013-05-10,78437.91029464288
4_40_2013-05-17,79245.58903869046
4_40_2013-05-24,78505.87168750002
4_40_2013-05-31,79837.0660416667
4_40_2013-06-07,80408.36000000003
4_40_2013-06-14,79632.5679732143
4_40_2013-06-21,79195.82160416672
4_40_2013-06-28,80284.92921726193
4_40_2013-07-05,79824.83162797618
4_40_2013-07-12,78014.46757355446
4_40_2013-07-19,78426.21378188777
4_40_2013-07-26,78706.27172831632
4_41_2012-11-02,1711.889468112245
4_41_2012-11-09,1521.8057776360542
4_41_2012-11-16,1572.2701050170065
4_41_2012-11-23,1778.0581645408163
4_41_2012-11-30,1358.1417738095238
4_41_2012-12-07,1290.3368988095233
4_41_2012-12-14,1719.1571198979586
4_41_2012-12-21,1933.19868835034
4_41_2012-12-28,1137.996409438776
4_41_2013-01-04,365.23930059523775
4_41_2013-01-11,311.2746369047619
4_41_2013-01-18,300.0154107142858
4_41_2013-01-25,256.78756250000004
4_41_2013-02-01,303.843219387755
4_41_2013-02-08,494.8402967687075
4_41_2013-02-15,540.1878920068026
4_41_2013-02-22,577.4919366496598
4_41_2013-03-01,516.0368176020407
4_41_2013-03-08,557.4787074829932
4_41_2013-03-15,729.6954166666665
4_41_2013-03-22,964.0427529761903
4_41_2013-03-29,995.6470833333333
4_41_2013-04-05,935.6945892857142
4_41_2013-04-12,684.4704617346939
4_41_2013-04-19,606.2804051870747
4_41_2013-04-26,576.6325539965985
4_41_2013-05-03,518.133869047619
4_41_2013-05-10,509.5617559523809
4_41_2013-05-17,533.8913333333331
4_41_2013-05-24,398.96925297619043
4_41_2013-05-31,400.2287827380952
4_41_2013-06-07,364.5400773809523
4_41_2013-06-14,384.2637083333333
4_41_2013-06-21,468.0546815476191
4_41_2013-06-28,514.338580357143
4_41_2013-07-05,568.346755952381
4_41_2013-07-12,656.4935773809527
4_41_2013-07-19,1037.6163750000003
4_41_2013-07-26,1115.4532329931974
4_42_2012-11-02,10367.262895833333
4_42_2012-11-09,10367.262895833333
4_42_2012-11-16,10336.663029761907
4_42_2012-11-23,10165.796779761904
4_42_2012-11-30,10336.663029761907
4_42_2012-12-07,10324.66606547619
4_42_2012-12-14,10324.66606547619
4_42_2012-12-21,10324.66606547619
4_42_2012-12-28,10100.515172619047
4_42_2013-01-04,9233.442377976191
4_42_2013-01-11,9094.411434523812
4_42_2013-01-18,10147.980050595239
4_42_2013-01-25,10682.876875
4_42_2013-02-01,11393.556583333328
4_42_2013-02-08,10666.540425595234
4_42_2013-02-15,10344.992455357136
4_42_2013-02-22,11118.828958333335
4_42_2013-03-01,12146.73383333333
4_42_2013-03-08,12332.643610119043
4_42_2013-03-15,11697.186830357141
4_42_2013-03-22,10410.39397619048
4_42_2013-03-29,10241.33649107143
4_42_2013-04-05,10688.348023809522
4_42_2013-04-12,9946.070110119048
4_42_2013-04-19,9817.744565476189
4_42_2013-04-26,10366.896934523806
4_42_2013-05-03,10398.689925595236
4_42_2013-05-10,10927.520892857148
4_42_2013-05-17,10368.44954761905
4_42_2013-05-24,10465.076749999998
4_42_2013-05-31,9914.31601785714
4_42_2013-06-07,9995.649294642852
4_42_2013-06-14,9536.632635204078
4_42_2013-06-21,9438.336096513603
4_42_2013-06-28,10466.14609268708
4_42_2013-07-05,10685.255765306125
4_42_2013-07-12,10656.984827806124
4_42_2013-07-19,10747.519961734693
4_42_2013-07-26,11454.47366071428
4_44_2012-11-02,7111.961991071427
4_44_2012-11-09,6505.954074404762
4_44_2012-11-16,6619.663961309526
4_44_2012-11-23,8098.247440476191
4_44_2012-11-30,7790.881428571428
4_44_2012-12-07,9325.645366071429
4_44_2012-12-14,9743.29881845238
4_44_2012-12-21,11557.155086309518
4_44_2012-12-28,4996.310089285714
4_44_2013-01-04,4794.76524914966
4_44_2013-01-11,4896.382183673469
4_44_2013-01-18,5365.864260416666
4_44_2013-01-25,5358.469206845238
4_44_2013-02-01,5788.814264668367
4_44_2013-02-08,6457.474853741498
4_44_2013-02-15,5838.042950255102
4_44_2013-02-22,5470.0286292517
4_44_2013-03-01,5480.5905042517
4_44_2013-03-08,4845.121910714285
4_44_2013-03-15,4604.183711309523
4_44_2013-03-22,4247.526095238094
4_44_2013-03-29,4374.881782738094
4_44_2013-04-05,4959.387593962586
4_44_2013-04-12,4093.0834404761913
4_44_2013-04-19,4001.3136130952394
4_44_2013-04-26,4617.221511904765
4_44_2013-05-03,5361.408053571429
4_44_2013-05-10,5689.890836309524
4_44_2013-05-17,5353.5264285714275
4_44_2013-05-24,5071.733791666666
4_44_2013-05-31,5024.321023809523
4_44_2013-06-07,5214.631574404762
4_44_2013-06-14,5226.224014880953
4_44_2013-06-21,5030.470675595238
4_44_2013-06-28,5040.138294642856
4_44_2013-07-05,4791.115890731291
4_44_2013-07-12,4738.186962159864
4_44_2013-07-19,4720.919923469388
4_44_2013-07-26,4450.888175595238
4_45_2012-11-23,16.016949404761913
4_45_2012-12-07,27.117782738095247
4_45_2013-01-04,24.422282738095248
4_45_2013-01-11,19.924541666666677
4_45_2013-01-18,11.724946853741502
4_45_2013-01-25,10.225074404761912
4_46_2012-11-02,34401.20410416667
4_46_2012-11-09,35475.05130654761
4_46_2012-11-16,36504.28836011903
4_46_2012-11-23,41392.152375
4_46_2012-11-30,41032.64314880953
4_46_2012-12-07,46625.028964285724
4_46_2012-12-14,58624.24275595239
4_46_2012-12-21,83390.00421428565
4_46_2012-12-28,44557.250630952374
4_46_2013-01-04,34822.70905505951
4_46_2013-01-11,34308.01255505951
4_46_2013-01-18,35532.75273660712
4_46_2013-01-25,35619.248129464264
4_46_2013-02-01,37495.616544642835
4_46_2013-02-08,40768.07883928573
4_46_2013-02-15,41959.324500000024
4_46_2013-02-22,42262.05608035717
4_46_2013-03-01,43399.47892559525
4_46_2013-03-08,43700.19644791666
4_46_2013-03-15,43238.877465773796
4_46_2013-03-22,40963.71698214286
4_46_2013-03-29,40726.211761904764
4_46_2013-04-05,42666.653955357135
4_46_2013-04-12,39960.69195535715
4_46_2013-04-19,40039.53252083333
4_46_2013-04-26,40182.46413690476
4_46_2013-05-03,43423.38873214286
4_46_2013-05-10,42980.42089285714
4_46_2013-05-17,43296.995955357146
4_46_2013-05-24,46187.7185607993
4_46_2013-05-31,47011.69851020407
4_46_2013-06-07,47378.69432738093
4_46_2013-06-14,45416.80930357142
4_46_2013-06-21,44366.454419642854
4_46_2013-06-28,45228.847913690486
4_46_2013-07-05,44522.75625198414
4_46_2013-07-12,42364.8198859127
4_46_2013-07-19,41428.13521329365
4_46_2013-07-26,40396.660860119046
4_47_2012-11-30,43.65275510204081
4_47_2012-12-07,50.137874149659865
4_47_2013-05-17,-62.38747023809524
4_47_2013-07-12,8.153571428571428
4_48_2012-11-02,3178.368452380953
4_48_2012-11-09,3178.368452380953
4_48_2012-11-16,3179.1482142857144
4_48_2012-11-23,4023.2650595238088
4_48_2012-11-30,3514.041130952381
4_48_2012-12-07,3679.448273809524
4_48_2012-12-14,4306.233565476191
4_48_2012-12-21,5876.432791666667
4_48_2012-12-28,3949.01206547619
4_48_2013-01-04,1915.9395684523806
4_48_2013-01-11,2410.9844919217685
4_48_2013-01-18,2451.6695365646256
4_48_2013-01-25,1928.9852806122449
4_48_2013-02-01,2160.109538690476
4_48_2013-02-08,2481.4511666666663
4_48_2013-02-15,4162.242276785715
4_48_2013-02-22,4990.077648809523
4_48_2013-03-01,4601.696398809524
4_48_2013-03-08,4207.330327380952
4_48_2013-03-15,2402.1594940476193
4_48_2013-03-22,3364.9598214285716
4_48_2013-03-29,3668.5803571428573
4_48_2013-04-05,3045.8104166666667
4_48_2013-04-12,2653.932993197279
4_48_2013-04-19,2507.124362244898
4_48_2013-04-26,2508.8788265306125
4_48_2013-05-03,1273.2151360544217
4_48_2013-05-10,2481.6339285714284
4_48_2013-05-17,2024.3523809523808
4_48_2013-05-24,1622.2124999999999
4_48_2013-05-31,2158.996130952381
4_48_2013-06-07,1470.0541666666668
4_48_2013-06-14,1930.0943452380955
4_48_2013-06-21,2140.8458333333333
4_48_2013-06-28,2111.9690476190476
4_48_2013-07-05,3030.5389880952384
4_48_2013-07-12,2969.9446428571428
4_48_2013-07-19,2442.96755952381
4_48_2013-07-26,1613.857142857143
4_49_2012-11-02,5889.3536011904735
4_49_2012-11-09,6095.0046517857145
4_49_2012-11-16,7559.777166666671
4_49_2012-11-23,5401.607851190476
4_49_2012-11-30,7093.773345238099
4_49_2012-12-07,6329.364928571429
4_49_2012-12-14,6119.950250000002
4_49_2012-12-21,5780.51344940476
4_49_2012-12-28,5842.124190476192
4_49_2013-01-04,6917.16463095238
4_49_2013-01-11,4947.899330357141
4_49_2013-01-18,5103.524538690476
4_49_2013-01-25,5806.42389583333
4_49_2013-02-01,6789.825346088436
4_49_2013-02-08,7131.779561224487
4_49_2013-02-15,7925.07265858843
4_49_2013-02-22,8945.93596130952
4_49_2013-03-01,9073.25263392857
4_49_2013-03-08,8350.973172619048
4_49_2013-03-15,8203.648285714286
4_49_2013-03-22,7688.918430697279
4_49_2013-03-29,6781.570144982996
4_49_2013-04-05,6884.163404761908
4_49_2013-04-12,6882.414532738097
4_49_2013-04-19,6752.927994047614
4_49_2013-04-26,6094.712800595234
4_49_2013-05-03,6944.661320578231
4_49_2013-05-10,7333.422967261905
4_49_2013-05-17,7575.33536309524
4_49_2013-05-24,6088.018383928575
4_49_2013-05-31,5859.302327380954
4_49_2013-06-07,7147.712427295916
4_49_2013-06-14,6647.914568452381
4_49_2013-06-21,6453.17630654762
4_49_2013-06-28,6307.649125000001
4_49_2013-07-05,6198.193705357145
4_49_2013-07-12,7090.30647619048
4_49_2013-07-19,7524.50798809524
4_49_2013-07-26,7069.582434523812
4_52_2012-11-02,3618.6290803571437
4_52_2012-11-09,3748.479333333334
4_52_2012-11-16,3802.582502976191
4_52_2012-11-23,7528.54270833333
4_52_2012-11-30,4201.744556547619
4_52_2012-12-07,4730.037830357143
4_52_2012-12-14,4909.21862797619
4_52_2012-12-21,6880.166514880955
4_52_2012-12-28,3302.377485969387
4_52_2013-01-04,3622.145532738096
4_52_2013-01-11,3055.990915178573
4_52_2013-01-18,3294.0250133928566
4_52_2013-01-25,3346.818302083332
4_52_2013-02-01,4150.098338860545
4_52_2013-02-08,4330.973803648733
4_52_2013-02-15,4295.777832135128
4_52_2013-02-22,3958.7108448902295
4_52_2013-03-01,4609.9259625850345
4_52_2013-03-08,4059.0028405612225
4_52_2013-03-15,3759.932331632652
4_52_2013-03-22,3414.9630310374137
4_52_2013-03-29,3106.135509353741
4_52_2013-04-05,3524.1107653061213
4_52_2013-04-12,2474.090619472788
4_52_2013-04-19,2560.809902210885
4_52_2013-04-26,2422.9205272108848
4_52_2013-05-03,3910.4211428571425
4_52_2013-05-10,4346.781208333333
4_52_2013-05-17,3597.2845297619056
4_52_2013-05-24,3187.7308827110382
4_52_2013-05-31,3260.338693085188
4_52_2013-06-07,3460.244493409863
4_52_2013-06-14,3103.16232390873
4_52_2013-06-21,3262.547517786282
4_52_2013-06-28,3097.324912344105
4_52_2013-07-05,3100.56179520975
4_52_2013-07-12,3074.4126285430834
4_52_2013-07-19,3128.898518424036
4_52_2013-07-26,2959.0779742063482
4_54_2012-11-02,26.786702380952374
4_54_2012-11-09,26.786702380952374
4_54_2012-11-16,26.786702380952374
4_54_2012-11-23,30.860422619047608
4_54_2012-11-30,26.786702380952374
4_54_2012-12-07,26.786702380952374
4_54_2012-12-21,89.37389285714288
4_54_2012-12-28,56.02069642857142
4_54_2013-01-04,42.42664880952382
4_54_2013-01-11,57.22820833333335
4_54_2013-01-18,53.197115079365076
4_54_2013-02-01,43.530103741496625
4_54_2013-02-08,73.62050595238098
4_54_2013-02-15,156.7836428571429
4_54_2013-02-22,26.12420238095239
4_54_2013-03-01,34.77650793650797
4_54_2013-03-08,32.16003174603177
4_54_2013-03-15,65.54124603174606
4_54_2013-03-22,70.78489285714288
4_54_2013-03-29,40.136666666666656
4_54_2013-04-05,32.392428571428574
4_54_2013-04-12,34.11689285714287
4_54_2013-04-19,27.406357142857157
4_54_2013-04-26,38.87655952380954
4_54_2013-05-03,27.51099659863947
4_54_2013-05-10,97.07599404761905
4_54_2013-05-17,86.53191666666669
4_54_2013-05-24,38.208458333333354
4_54_2013-05-31,31.940571428571445
4_54_2013-06-07,24.721721320346337
4_54_2013-06-21,79.26768452380954
4_54_2013-06-28,21.304065476190477
4_54_2013-07-12,21.653303571428577
4_54_2013-07-19,25.1732380952381
4_54_2013-07-26,18.894791666666666
4_55_2012-11-02,15008.05831250001
4_55_2012-11-09,30155.792232142852
4_55_2012-11-16,26232.951318452368
4_55_2012-11-23,45704.36749999999
4_55_2012-11-30,25369.2925595238
4_55_2012-12-07,28230.8687172619
4_55_2012-12-14,36404.906886479606
4_55_2012-12-21,60278.903532738106
4_55_2012-12-28,30934.16891071428
4_55_2013-01-04,18984.885607142856
4_55_2013-01-11,15703.62246726191
4_55_2013-01-18,14473.061175595238
4_55_2013-01-25,14200.97154166666
4_55_2013-02-01,17668.185714285715
4_55_2013-02-08,20194.225875000004
4_55_2013-02-15,23365.262062500005
4_55_2013-02-22,21145.907001275515
4_55_2013-03-01,20074.58001417234
4_55_2013-03-08,19386.790581349207
4_55_2013-03-15,19037.854316468256
4_55_2013-03-22,17403.18159226191
4_55_2013-03-29,16417.935940476193
4_55_2013-04-05,16278.72498809524
4_55_2013-04-12,14499.757565476193
4_55_2013-04-19,14414.656744047623
4_55_2013-04-26,13033.675357142856
4_55_2013-05-03,12716.614244047614
4_55_2013-05-10,12443.065279761902
4_55_2013-05-17,13384.679364795918
4_55_2013-05-24,13988.117590986394
4_55_2013-05-31,13960.096519557823
4_55_2013-06-07,13326.523577380949
4_55_2013-06-14,13344.266505952375
4_55_2013-06-21,15294.31611011905
4_55_2013-06-28,15103.49636947279
4_55_2013-07-05,14543.376503401361
4_55_2013-07-12,14532.684628401359
